"Year","Week","epiweek","WeekStart","WeekMid","WeekEnd","enso","iod","pdo","num_days"
2011,37,201137,2011-09-11,2011-09-15,2011-09-17,-0.841547875,0.580633,-0.835644125,7
2011,38,201138,2011-09-18,2011-09-22,2011-09-24,-0.921601237244898,0.547879265306122,-0.959996232142857,7
2011,39,201139,2011-09-25,2011-09-29,2011-10-01,-1.00066710204082,0.545877857142857,-0.834137020408163,7
2011,40,201140,2011-10-02,2011-10-06,2011-10-08,-1.04702314285714,0.516273234693878,-0.845023051020408,7
2011,41,201141,2011-10-09,2011-10-13,2011-10-15,-1.02971185714286,0.385638571428571,-0.847274285714286,7
2011,42,201142,2011-10-16,2011-10-20,2011-10-22,-0.995165285714286,0.452101857142857,-0.743995285714286,7
2011,43,201143,2011-10-23,2011-10-27,2011-10-29,-0.999881,0.449541125,-0.80862725,7
2011,44,201144,2011-10-30,2011-11-03,2011-11-05,-1.02564463265306,0.437252375,-0.925665137755102,7
2011,45,201145,2011-11-06,2011-11-10,2011-11-12,-1.02456855102041,0.580754918367347,-1.08895385714286,7
2011,46,201146,2011-11-13,2011-11-17,2011-11-19,-1.01634974489796,0.615409653061225,-1.3826201122449,7
2011,47,201147,2011-11-20,2011-11-24,2011-11-26,-1.01213528571429,0.640803571428571,-1.43476271428571,7
2011,48,201148,2011-11-27,2011-12-01,2011-12-03,-1.0367285,0.54537175,-1.2308125,7
2011,49,201149,2011-12-04,2011-12-08,2011-12-10,-1.08839533673469,0.295139066326531,-1.16136309183673,7
2011,50,201150,2011-12-11,2011-12-15,2011-12-17,-1.22538918367347,-0.0287027959183673,-1.32763730612245,7
2011,51,201151,2011-12-18,2011-12-22,2011-12-24,-1.35547362244898,-0.271838020408163,-1.53548624489796,7
2011,52,201152,2011-12-25,2011-12-29,2011-12-31,-1.40390014285714,-0.755989714285714,-1.47973314285714,7
2012,1,201201,2012-01-01,2012-01-05,2012-01-07,-1.36867285714286,-1.14585571428571,-1.20147328571429,7
2012,2,201202,2012-01-08,2012-01-12,2012-01-14,-1.363136,-1.11365628571429,-0.901723571428571,7
2012,3,201203,2012-01-15,2012-01-19,2012-01-21,-1.41136228571429,-0.927828142857143,-0.977900714285714,7
2012,4,201204,2012-01-22,2012-01-26,2012-01-28,-1.51099571428571,-0.704925285714286,-1.28033628571429,7
2012,5,201205,2012-01-29,2012-02-02,2012-02-04,-1.46084228571429,-0.688936571428571,-1.10901142857143,7
2012,6,201206,2012-02-05,2012-02-09,2012-02-11,-1.34582471428571,-0.653256714285714,-0.927220285714286,7
2012,7,201207,2012-02-12,2012-02-16,2012-02-18,-1.38439185714286,-0.439207857142857,-1.05961328571429,7
2012,8,201208,2012-02-19,2012-02-23,2012-02-25,-1.41606442857143,-0.484952714285714,-1.26863971428571,7
2012,9,201209,2012-02-26,2012-03-01,2012-03-03,-1.35936171428571,-0.590579857142857,-1.49411457142857,7
2012,10,201210,2012-03-04,2012-03-08,2012-03-10,-1.30950357142857,-0.831126571428571,-1.62860214285714,7
2012,11,201211,2012-03-11,2012-03-15,2012-03-17,-1.339853,-1.226852,-1.67665914285714,7
2012,12,201212,2012-03-18,2012-03-22,2012-03-24,-1.25871928571429,-1.50902457142857,-1.68836757142857,7
2012,13,201213,2012-03-25,2012-03-29,2012-03-31,-1.08166914285714,-1.3407,-1.66756271428571,7
2012,14,201214,2012-04-01,2012-04-05,2012-04-07,-0.949465428571429,-0.986780857142857,-1.45785871428571,7
2012,15,201215,2012-04-08,2012-04-12,2012-04-14,-0.863034571428571,-0.909128428571429,-1.33584271428571,7
2012,16,201216,2012-04-15,2012-04-19,2012-04-21,-0.801012857142857,-0.907376857142857,-1.354109,7
2012,17,201217,2012-04-22,2012-04-26,2012-04-28,-0.791430857142857,-1.09332785714286,-1.41274271428571,7
2012,18,201218,2012-04-29,2012-05-03,2012-05-05,-0.747645857142857,-1.08232785714286,-1.47941242857143,7
2012,19,201219,2012-05-06,2012-05-10,2012-05-12,-0.762864,-0.809597,-1.32924428571429,7
2012,20,201220,2012-05-13,2012-05-17,2012-05-19,-0.791985285714286,-0.823164857142857,-1.21992228571429,7
2012,21,201221,2012-05-20,2012-05-24,2012-05-26,-0.682840285714286,-0.777078857142857,-1.38498357142857,7
2012,22,201222,2012-05-27,2012-05-31,2012-06-02,-0.657790285714286,-0.733926285714286,-1.56928042857143,7
2012,23,201223,2012-06-03,2012-06-07,2012-06-09,-0.722747714285714,-0.710070714285714,-1.66191842857143,7
2012,24,201224,2012-06-10,2012-06-14,2012-06-16,-0.602844285714286,-0.685585714285714,-1.56655485714286,7
2012,25,201225,2012-06-17,2012-06-21,2012-06-23,-0.459164857142857,-0.561184857142857,-1.47925042857143,7
2012,26,201226,2012-06-24,2012-06-28,2012-06-30,-0.462261285714286,-0.417187857142857,-1.61869714285714,7
2012,27,201227,2012-07-01,2012-07-05,2012-07-07,-0.505035857142857,-0.337492857142857,-1.669741,7
2012,28,201228,2012-07-08,2012-07-12,2012-07-14,-0.437798428571429,-0.196930571428571,-1.479371,7
2012,29,201229,2012-07-15,2012-07-19,2012-07-21,-0.358184857142857,-0.146995142857143,-1.42989528571429,7
2012,30,201230,2012-07-22,2012-07-26,2012-07-28,-0.269293571428571,-0.0938501428571429,-1.43408985714286,7
2012,31,201231,2012-07-29,2012-08-02,2012-08-04,-0.233651571428571,-0.181257857142857,-1.33192285714286,7
2012,32,201232,2012-08-05,2012-08-09,2012-08-11,-0.222445,-0.242098714285714,-1.31408857142857,7
2012,33,201233,2012-08-12,2012-08-16,2012-08-18,-0.156584571428571,0.0363555714285714,-1.36801885714286,7
2012,34,201234,2012-08-19,2012-08-23,2012-08-25,-0.171102714285714,0.202349428571429,-1.31899714285714,7
2012,35,201235,2012-08-26,2012-08-30,2012-09-01,-0.226504428571429,0.187121571428571,-1.31805585714286,7
2012,36,201236,2012-09-02,2012-09-06,2012-09-08,-0.236225285714286,0.135093571428571,-1.330433,7
2012,37,201237,2012-09-09,2012-09-13,2012-09-15,-0.21744,0.129155428571429,-1.21758557142857,7
2012,38,201238,2012-09-16,2012-09-20,2012-09-22,-0.173811857142857,0.147406,-1.19198771428571,7
2012,39,201239,2012-09-23,2012-09-27,2012-09-29,-0.0598738571428572,0.209122142857143,-0.996728714285714,7
2012,40,201240,2012-09-30,2012-10-04,2012-10-06,0.026309,0.186626,-0.696988285714286,7
2012,41,201241,2012-10-07,2012-10-11,2012-10-13,-0.0342601428571429,-0.00454299999999998,-0.720352857142857,7
2012,42,201242,2012-10-14,2012-10-18,2012-10-20,-0.107843285714286,-0.149548428571429,-0.816929714285714,7
2012,43,201243,2012-10-21,2012-10-25,2012-10-27,-0.174754,-0.180967571428571,-0.915665,7
2012,44,201244,2012-10-28,2012-11-01,2012-11-03,-0.212115857142857,-0.152947571428571,-0.927403285714286,7
2012,45,201245,2012-11-04,2012-11-08,2012-11-10,-0.164297571428571,-0.0751607142857143,-0.860449714285714,7
2012,46,201246,2012-11-11,2012-11-15,2012-11-17,-0.179971857142857,-0.151100571428571,-1.006878,7
2012,47,201247,2012-11-18,2012-11-22,2012-11-24,-0.252739571428571,-0.286434857142857,-1.12828185714286,7
2012,48,201248,2012-11-25,2012-11-29,2012-12-01,-0.293059857142857,-0.419984571428571,-0.98512,7
2012,49,201249,2012-12-02,2012-12-06,2012-12-08,-0.360175714285714,-0.513514714285714,-0.790231714285714,7
2012,50,201250,2012-12-09,2012-12-13,2012-12-15,-0.424913,-0.429510142857143,-1.09474714285714,7
2012,51,201251,2012-12-16,2012-12-20,2012-12-22,-0.441887285714286,-0.311725714285714,-1.62066057142857,7
2012,52,201252,2012-12-23,2012-12-27,2012-12-29,-0.499433285714286,-0.429228571428571,-1.61054028571429,7
2013,1,201301,2012-12-30,2013-01-03,2013-01-05,-0.555481875,-0.879975125,-1.507598625,7
2013,2,201302,2013-01-06,2013-01-10,2013-01-12,-0.586791553571429,-1.39435994642857,-1.46398144642857,7
2013,3,201303,2013-01-13,2013-01-17,2013-01-19,-0.655257428571429,-1.48052971428571,-1.31085057142857,7
2013,4,201304,2013-01-20,2013-01-24,2013-01-26,-0.626595428571429,-1.25278314285714,-1.21036785714286,7
2013,5,201305,2013-01-27,2013-01-31,2013-02-02,-0.520838625,-1.064434,-1.34666675,7
2013,6,201306,2013-02-03,2013-02-07,2013-02-09,-0.412279568877551,-0.996896102040816,-1.60302596428571,7
2013,7,201307,2013-02-10,2013-02-14,2013-02-16,-0.504392091836735,-0.772490826530612,-1.75208878571429,7
2013,8,201308,2013-02-17,2013-02-21,2013-02-23,-0.661529428571429,-0.626779,-1.94948514285714,7
2013,9,201309,2013-02-24,2013-02-28,2013-03-02,-0.674303571428571,-0.623396428571429,-1.89298242857143,7
2013,10,201310,2013-03-03,2013-03-07,2013-03-09,-0.58695075,-0.684902625,-1.460004625,7
2013,11,201311,2013-03-10,2013-03-14,2013-03-16,-0.605148086734694,-0.610167446428571,-1.09370903826531,7
2013,12,201312,2013-03-17,2013-03-21,2013-03-23,-0.654376734693878,-0.466692020408163,-0.949049510204082,7
2013,13,201313,2013-03-24,2013-03-28,2013-03-30,-0.631267065934066,-0.413394056514914,-1.0047451177394,7
2013,14,201314,2013-03-31,2013-04-04,2013-04-06,-0.639701076923077,-0.576501923076923,-1.03982492307692,7
2013,15,201315,2013-04-07,2013-04-11,2013-04-13,-0.659343857142857,-0.749899142857143,-1.06113285714286,7
2013,16,201316,2013-04-14,2013-04-18,2013-04-20,-0.66622625,-0.813853625,-1.00935775,7
2013,17,201317,2013-04-21,2013-04-25,2013-04-27,-0.665362790816327,-0.819532650510204,-0.883634352040816,7
2013,18,201318,2013-04-28,2013-05-02,2013-05-04,-0.733765979591837,-0.893892918367347,-0.825675,7
2013,19,201319,2013-05-05,2013-05-09,2013-05-11,-0.817741908163265,-0.888124234693877,-0.907537326530612,7
2013,20,201320,2013-05-12,2013-05-16,2013-05-18,-0.866071857142857,-1.39523185714286,-0.888027285714286,7
2013,21,201321,2013-05-19,2013-05-23,2013-05-25,-0.834997625,-1.69938325,-0.828092875,7
2013,22,201322,2013-05-26,2013-05-30,2013-06-01,-0.786778283163265,-1.50896209693878,-0.892411278061224,7
2013,23,201323,2013-06-02,2013-06-06,2013-06-08,-0.805969897959184,-1.09279236734694,-0.885062612244898,7
2013,24,201324,2013-06-09,2013-06-13,2013-06-15,-0.775851479591837,-0.848189357142857,-0.798547234693878,7
2013,25,201325,2013-06-16,2013-06-20,2013-06-22,-0.729136142857143,-0.724153571428571,-0.932021714285714,7
2013,26,201326,2013-06-23,2013-06-27,2013-06-29,-0.678452571428571,-0.777749428571428,-0.864649857142857,7
2013,27,201327,2013-06-30,2013-07-04,2013-07-06,-0.696219375,-0.861208375,-0.746579625,7
2013,28,201328,2013-07-07,2013-07-11,2013-07-13,-0.627032961734694,-0.732400737244898,-0.703942895408163,7
2013,29,201329,2013-07-14,2013-07-18,2013-07-20,-0.590900632653061,-0.539106163265306,-0.705355755102041,7
2013,30,201330,2013-07-21,2013-07-25,2013-07-27,-0.537434102040816,-0.310980081632653,-0.578889795918367,7
2013,31,201331,2013-07-28,2013-08-01,2013-08-03,-0.504135571428571,-0.415330571428571,-0.656320571428571,7
2013,32,201332,2013-08-04,2013-08-08,2013-08-10,-0.565636428571429,-0.724570285714286,-0.737409714285714,7
2013,33,201333,2013-08-11,2013-08-15,2013-08-17,-0.60054625,-0.82941675,-0.705719,7
2013,34,201334,2013-08-18,2013-08-22,2013-08-24,-0.56342368877551,-0.864564515306122,-0.703268428571429,7
2013,35,201335,2013-08-25,2013-08-29,2013-08-31,-0.489905142857143,-0.852147571428571,-0.654809183673469,7
2013,36,201336,2013-09-01,2013-09-05,2013-09-07,-0.468177467817896,-1.00532981161695,-0.56720180533752,7
2013,37,201337,2013-09-08,2013-09-12,2013-09-14,-0.520950307692308,-1.20979392307692,-0.578358153846154,7
2013,38,201338,2013-09-15,2013-09-19,2013-09-21,-0.544613,-1.311639625,-0.605505,7
2013,39,201339,2013-09-22,2013-09-26,2013-09-28,-0.529652632653061,-1.30545634438776,-0.610891469387755,7
2013,40,201340,2013-09-29,2013-10-03,2013-10-05,-0.507892489795918,-1.27462755102041,-0.490908795918367,7
2013,41,201341,2013-10-06,2013-10-10,2013-10-12,-0.461335020408163,-1.05658419387755,-0.348911091836735,7
2013,42,201342,2013-10-13,2013-10-17,2013-10-19,-0.393263571428571,-0.913563428571429,-0.317175428571429,7
2013,43,201343,2013-10-20,2013-10-24,2013-10-26,-0.303695857142857,-0.866828,-0.306525714285714,7
2013,44,201344,2013-10-27,2013-10-31,2013-11-02,-0.2301555,-0.688848625,-0.346442625,7
2013,45,201345,2013-11-03,2013-11-07,2013-11-09,-0.147351397959184,-0.375549099489796,-0.361606670918367,7
2013,46,201346,2013-11-10,2013-11-14,2013-11-16,-0.103099897959184,-0.223986040816327,-0.368120346938775,7
2013,47,201347,2013-11-17,2013-11-21,2013-11-23,-0.176105489795918,-0.068103306122449,-0.223044785714286,7
2013,48,201348,2013-11-24,2013-11-28,2013-11-30,-0.288114714285714,-0.041113,-0.172895714285714,7
2013,49,201349,2013-12-01,2013-12-05,2013-12-07,-0.301081857142857,-0.0757292857142857,-0.326043428571429,7
2013,50,201350,2013-12-08,2013-12-12,2013-12-14,-0.355824375,-0.2431855,-0.40485075,7
2013,51,201351,2013-12-15,2013-12-19,2013-12-21,-0.401985778061224,-0.472624785714286,-0.411021086734694,7
2013,52,201352,2013-12-22,2013-12-26,2013-12-28,-0.468606132653061,-0.519642285714286,-0.409753591836735,7
2014,1,201401,2013-12-29,2014-01-02,2014-01-04,-0.475791285714286,-0.463919571428571,-0.296601142857143,7
2014,2,201402,2014-01-05,2014-01-09,2014-01-11,-0.414938857142857,-0.432154714285714,-0.282511285714286,7
2014,3,201403,2014-01-12,2014-01-16,2014-01-18,-0.3815965,-0.190299125,-0.165101375,7
2014,4,201404,2014-01-19,2014-01-23,2014-01-25,-0.350518867346939,0.026867625,0.197369528061224,7
2014,5,201405,2014-01-26,2014-01-30,2014-02-01,-0.250758224489796,0.117388204081633,0.461944163265306,7
2014,6,201406,2014-02-02,2014-02-06,2014-02-08,-0.10871062244898,0.0493822959183673,0.178894255102041,7
2014,7,201407,2014-02-09,2014-02-13,2014-02-15,-0.0749328571428571,0.157905142857143,-0.173757428571429,7
2014,8,201408,2014-02-16,2014-02-20,2014-02-22,0.0466158571428571,0.200433428571429,0.023023,7
2014,9,201409,2014-02-23,2014-02-27,2014-03-01,0.2780345,0.2917965,0.454028,7
2014,10,201410,2014-03-02,2014-03-06,2014-03-08,0.502569846938775,0.444087724489796,0.585179857142857,7
2014,11,201411,2014-03-09,2014-03-13,2014-03-15,0.622402040816327,0.527928714285714,0.448590836734694,7
2014,12,201412,2014-03-16,2014-03-20,2014-03-22,0.717257612244898,0.494667989795918,0.405217948979592,7
2014,13,201413,2014-03-23,2014-03-27,2014-03-29,0.756451857142857,0.415000285714286,0.288744714285714,7
2014,14,201414,2014-03-30,2014-04-03,2014-04-05,0.757412125,0.46270675,0.199095625,7
2014,15,201415,2014-04-06,2014-04-10,2014-04-12,0.810689660714286,0.589168576530612,0.357912242346939,7
2014,16,201416,2014-04-13,2014-04-17,2014-04-19,0.815989428571429,0.397272163265306,0.416955693877551,7
2014,17,201417,2014-04-20,2014-04-24,2014-04-26,0.855083357142857,0.0859670816326531,0.267657867346939,7
2014,18,201418,2014-04-27,2014-05-01,2014-05-03,0.870933285714286,-0.143920857142857,0.443180571428571,7
2014,19,201419,2014-05-04,2014-05-08,2014-05-10,0.859201571428571,-0.131188142857143,0.737332285714286,7
2014,20,201420,2014-05-11,2014-05-15,2014-05-17,0.85737025,-0.211093,0.85746925,7
2014,21,201421,2014-05-18,2014-05-22,2014-05-24,0.821878015306122,-0.224609897959184,0.869328362244898,7
2014,22,201422,2014-05-25,2014-05-29,2014-05-31,0.722281734693878,-0.244959632653061,0.818824163265306,7
2014,23,201423,2014-06-01,2014-06-05,2014-06-07,0.578948857142857,-0.156648255102041,0.696202010204082,7
2014,24,201424,2014-06-08,2014-06-12,2014-06-14,0.548055571428571,-0.234733142857143,0.638585857142857,7
2014,25,201425,2014-06-15,2014-06-19,2014-06-21,0.534282857142857,-0.414564571428571,0.702160714285714,7
2014,26,201426,2014-06-22,2014-06-26,2014-06-28,0.56936725,-0.63725175,0.759419375,7
2014,27,201427,2014-06-29,2014-07-03,2014-07-05,0.561341668367347,-0.865734290816327,0.801636676020408,7
2014,28,201428,2014-07-06,2014-07-10,2014-07-12,0.41485893877551,-1.15068445918367,0.858472448979592,7
2014,29,201429,2014-07-13,2014-07-17,2014-07-19,0.395104,-1.10363728571429,0.731926142857143,7
2014,30,201430,2014-07-20,2014-07-24,2014-07-26,0.406095571428571,-0.909440714285714,0.669372,7
2014,31,201431,2014-07-27,2014-07-31,2014-08-02,0.388257375,-0.891669625,0.709035,7
2014,32,201432,2014-08-03,2014-08-07,2014-08-09,0.368055614795918,-1.05724838520408,0.741936734693878,7
2014,33,201433,2014-08-10,2014-08-14,2014-08-16,0.456130183673469,-0.838532816326531,0.866192326530612,7
2014,34,201434,2014-08-17,2014-08-21,2014-08-23,0.543542540816327,-0.633641102040816,1.03695501020408,7
2014,35,201435,2014-08-24,2014-08-28,2014-08-30,0.586125142857143,-0.650819,1.10623857142857,7
2014,36,201436,2014-08-31,2014-09-04,2014-09-06,0.633803142857143,-0.552083285714286,1.15418785714286,7
2014,37,201437,2014-09-07,2014-09-11,2014-09-13,0.657488125,-0.278598375,1.20348875,7
2014,38,201438,2014-09-14,2014-09-18,2014-09-20,0.646532130102041,-0.0992799209183673,1.23979982142857,7
2014,39,201439,2014-09-21,2014-09-25,2014-09-27,0.64969806122449,-0.0434998979591837,1.25268632653061,7
