"Date","epiweek","Year","Week","uf","uf_name","Cases","train_1","target_1","train_2","target_2","train_3","target_3"
2010-01-17,201003,2010,3,"PA","Pará",176,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"PB","Paraíba",17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"PE","Pernambuco",100,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"PI","Piauí",57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"PR","Paraná",162,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"RJ","Rio de Janeiro",347,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"RN","Rio Grande do Norte",27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"RO","Rondônia",2213,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"RR","Roraima",28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"RS","Rio Grande do Sul",8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"SC","Santa Catarina",8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"SE","Sergipe",5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"SP","São Paulo",2894,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-17,201003,2010,3,"TO","Tocantins",357,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"AC","Acre",1235,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"AL","Alagoas",162,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"AM","Amazonas",90,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"AP","Amapá",43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"BA","Bahia",634,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"CE","Ceará",241,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"DF","Distrito Federal",372,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"ES","Espírito Santo",202,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"GO","Goiás",6753,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"MA","Maranhão",36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"MG","Minas Gerais",5000,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"MS","Mato Grosso do Sul",3553,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"MT","Mato Grosso",3221,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"PA","Pará",176,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"PB","Paraíba",47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"PE","Pernambuco",131,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"PI","Piauí",78,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"PR","Paraná",285,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"RJ","Rio de Janeiro",375,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"RN","Rio Grande do Norte",34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"RO","Rondônia",2070,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"RR","Roraima",38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"RS","Rio Grande do Sul",6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"SC","Santa Catarina",6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"SE","Sergipe",4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"SP","São Paulo",3952,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-24,201004,2010,4,"TO","Tocantins",360,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"AC","Acre",1811,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"AL","Alagoas",245,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"AM","Amazonas",96,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"AP","Amapá",89,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"BA","Bahia",866,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"CE","Ceará",311,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"DF","Distrito Federal",474,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"ES","Espírito Santo",230,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"GO","Goiás",6728,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"MA","Maranhão",40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"MG","Minas Gerais",5800,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"MS","Mato Grosso do Sul",3842,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"MT","Mato Grosso",2888,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"PA","Pará",240,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"PB","Paraíba",63,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"PE","Pernambuco",196,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"PI","Piauí",101,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"PR","Paraná",425,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"RJ","Rio de Janeiro",448,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"RN","Rio Grande do Norte",20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"RO","Rondônia",1949,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"RR","Roraima",68,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"RS","Rio Grande do Sul",15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"SC","Santa Catarina",11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"SE","Sergipe",3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"SP","São Paulo",5372,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-01-31,201005,2010,5,"TO","Tocantins",367,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"AC","Acre",1927,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"AL","Alagoas",227,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"AM","Amazonas",91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"AP","Amapá",72,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"BA","Bahia",737,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"CE","Ceará",338,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"DF","Distrito Federal",536,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"ES","Espírito Santo",256,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"GO","Goiás",5975,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"MA","Maranhão",23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"MG","Minas Gerais",6008,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"MS","Mato Grosso do Sul",4771,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"MT","Mato Grosso",2304,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"PA","Pará",192,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"PB","Paraíba",54,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"PE","Pernambuco",216,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"PI","Piauí",144,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"PR","Paraná",734,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"RJ","Rio de Janeiro",391,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"RN","Rio Grande do Norte",23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"RO","Rondônia",1498,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"RR","Roraima",98,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"RS","Rio Grande do Sul",27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"SC","Santa Catarina",8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"SE","Sergipe",1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"SP","São Paulo",7808,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-07,201006,2010,6,"TO","Tocantins",333,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"AC","Acre",2160,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"AL","Alagoas",458,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"AM","Amazonas",99,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"AP","Amapá",92,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"BA","Bahia",882,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"CE","Ceará",337,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"DF","Distrito Federal",676,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"ES","Espírito Santo",319,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"GO","Goiás",5282,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"MA","Maranhão",43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"MG","Minas Gerais",7263,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"MS","Mato Grosso do Sul",4484,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"MT","Mato Grosso",2062,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"PA","Pará",258,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"PB","Paraíba",68,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"PE","Pernambuco",333,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"PI","Piauí",146,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"PR","Paraná",1027,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"RJ","Rio de Janeiro",479,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"RN","Rio Grande do Norte",41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"RO","Rondônia",1318,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"RR","Roraima",105,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"RS","Rio Grande do Sul",149,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"SC","Santa Catarina",13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"SE","Sergipe",1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"SP","São Paulo",10841,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-14,201007,2010,7,"TO","Tocantins",398,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"AC","Acre",1969,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"AL","Alagoas",670,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"AM","Amazonas",90,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"AP","Amapá",96,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"BA","Bahia",1031,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"CE","Ceará",418,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"DF","Distrito Federal",905,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"ES","Espírito Santo",420,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"GO","Goiás",4884,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"MA","Maranhão",49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"MG","Minas Gerais",9572,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"MS","Mato Grosso do Sul",4276,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"MT","Mato Grosso",1776,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"PA","Pará",272,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"PB","Paraíba",53,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"PE","Pernambuco",417,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"PI","Piauí",148,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"PR","Paraná",1387,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"RJ","Rio de Janeiro",684,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"RN","Rio Grande do Norte",33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"RO","Rondônia",873,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"RR","Roraima",116,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"RS","Rio Grande do Sul",465,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"SC","Santa Catarina",15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"SE","Sergipe",3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"SP","São Paulo",12566,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-21,201008,2010,8,"TO","Tocantins",486,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"AC","Acre",1989,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"AL","Alagoas",1005,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"AM","Amazonas",135,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"AP","Amapá",93,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"BA","Bahia",1405,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"CE","Ceará",506,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"DF","Distrito Federal",1005,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"ES","Espírito Santo",585,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"GO","Goiás",4723,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"MA","Maranhão",60,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"MG","Minas Gerais",11456,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"MS","Mato Grosso do Sul",4490,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"MT","Mato Grosso",1679,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"PA","Pará",401,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"PB","Paraíba",122,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"PE","Pernambuco",484,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"PI","Piauí",200,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"PR","Paraná",1824,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"RJ","Rio de Janeiro",686,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"RN","Rio Grande do Norte",41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"RO","Rondônia",728,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"RR","Roraima",184,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2010-02-28,201009,2010,9,"RS","Rio Grande do Sul",686,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
